                       Resultados das barras
Barra | Modulo (PU) |  Angulo (o) | Modulo da tensao (V)
          383 |         384 |              -0.000 |            0.000
          384 |         383 |               0.000 |            0.000
          384 |         385 |              -0.000 |            0.000
          385 |         384 |               0.000 |            0.000
          385 |         386 |              -0.000 |            0.000
          386 |         385 |               0.000 |            0.000
          386 |         387 |              -0.000 |            0.000
          387 |         386 |               0.000 |            0.000
          387 |         388 |              -0.000 |            0.000
          388 |         377 |              -0.000 |            0.000
          388 |         387 |               0.000 |            0.000
          389 |         390 |               0.816 |            0.000
          389 |        1404 |           -1546.338 |            0.128
          389 |        1405 |            1545.522 |            0.117
          390 |         389 |              -0.816 |            0.000
          390 |         391 |               0.816 |            0.000
          391 |         390 |              -0.816 |            0.000
          391 |         392 |               0.816 |            0.000
          392 |         391 |              -0.816 |            0.000
          392 |         393 |               0.816 |            0.000
          393 |         392 |              -0.816 |            0.000
          393 |         394 |               0.816 |            0.000
          394 |         393 |              -0.816 |            0.000
          394 |         395 |              -0.000 |            0.000
          395 |         394 |               0.000 |            0.000
          395 |         396 |              -0.000 |            0.000
          396 |         354 |              -0.000 |            0.000
          396 |         395 |               0.000 |            0.000
          397 |         398 |              34.648 |            0.000
          397 |        1142 |             -34.648 |            0.001
          398 |         397 |             -34.648 |            0.000
          398 |         621 |              34.648 |            0.000
          398 |        1144 |               0.000 |            0.000
          399 |         430 |               4.872 |            0.000
          399 |         497 |              15.238 |            0.000
          399 |         790 |             -20.111 |            0.000
          400 |         401 |              66.865 |            0.002
          400 |         443 |             -66.865 |            0.002
          400 |         672 |               0.000 |            0.000
          401 |         400 |             -66.863 |            0.002
          401 |         402 |              36.345 |            0.001
          402 |         401 |             -36.345 |            0.001
          402 |         403 |              36.345 |            0.000
          403 |         402 |             -36.344 |            0.000
          403 |         404 |              36.344 |            0.000
          403 |         406 |               0.000 |            0.000
          404 |         403 |             -36.344 |            0.000
          404 |         405 |              36.344 |            0.000
          405 |         404 |             -36.344 |            0.000
          405 |         408 |              36.344 |            0.000
          406 |         403 |              -0.000 |            0.000
          406 |         407 |              -0.000 |            0.000
          407 |         406 |               0.000 |            0.000
          408 |         405 |             -36.343 |            0.000
          408 |         409 |              36.343 |            0.000
          409 |         408 |             -36.343 |            0.000
          409 |         410 |              36.343 |            0.000
          410 |         409 |             -36.343 |            0.000
          410 |         411 |              36.343 |            0.000
          411 |         410 |             -36.343 |            0.000
          411 |         412 |              36.343 |            0.001
          412 |         411 |             -36.342 |            0.001
          412 |         413 |              36.342 |            0.001
          413 |         412 |             -36.342 |            0.001
          413 |         414 |              36.342 |            0.001
          414 |         413 |             -36.341 |            0.001
          414 |         415 |              36.341 |            0.001
          415 |         414 |             -36.340 |            0.001
          415 |         418 |              36.340 |            0.001
          416 |         417 |              36.339 |            0.000
          416 |         418 |             -36.339 |            0.000
          417 |         355 |              36.339 |            0.000
          417 |         416 |             -36.339 |            0.000
          418 |         415 |             -36.340 |            0.001
          418 |         416 |              36.340 |            0.000
          419 |         420 |              -1.884 |            0.000
          420 |         419 |               1.884 |            0.000
          420 |         421 |              -1.884 |            0.000
          421 |         420 |               1.884 |            0.000
          421 |         422 |              -1.884 |            0.000
          422 |         421 |               1.884 |            0.000
          422 |         423 |              -1.884 |            0.000
          423 |         422 |               1.884 |            0.000
          423 |         424 |              -1.884 |            0.000
          424 |         423 |               1.884 |            0.000
          424 |         425 |              -1.884 |            0.000
          425 |         424 |               1.884 |            0.000
          425 |         426 |               0.000 |            0.000
          425 |         428 |              -1.884 |            0.000
          426 |         425 |              -0.000 |            0.000
          426 |         427 |               0.000 |            0.000
          427 |         426 |              -0.000 |            0.000
          427 |        1152 |               0.000 |            0.000
          428 |         425 |               1.884 |            0.000
          428 |         429 |              -1.884 |            0.000
          429 |         428 |               1.884 |            0.000
          429 |         431 |              -1.884 |            0.000
          430 |         399 |              -4.872 |            0.000
          430 |         498 |               4.872 |            0.000
          431 |         429 |               1.884 |            0.000
          431 |         432 |              -1.884 |            0.000
          432 |         431 |               1.884 |            0.000
          432 |         433 |              -1.884 |            0.000
          433 |         432 |               1.884 |            0.000
          433 |         434 |              -1.884 |            0.000
          434 |         433 |               1.884 |            0.000
          434 |         435 |              -1.884 |            0.000
          435 |         434 |               1.884 |            0.000
          435 |         436 |              -1.884 |            0.000
          435 |        1187 |               0.000 |            0.000
          436 |         435 |               1.884 |            0.000
          436 |         437 |              -1.884 |            0.000
          437 |         436 |               1.884 |            0.000
          437 |         730 |              -1.884 |            0.000
          438 |         439 |              66.874 |            0.002
          438 |        1147 |             -66.874 |            0.001
          439 |         438 |             -66.872 |            0.002
          439 |         440 |              66.872 |            0.001
          440 |         439 |             -66.871 |            0.001
          440 |         441 |              66.871 |            0.001
          441 |         440 |             -66.870 |            0.001
          441 |         442 |              66.870 |            0.001
          442 |         441 |             -66.868 |            0.001
          442 |         443 |              66.868 |            0.002
          443 |         400 |              66.866 |            0.002
          443 |         442 |             -66.866 |            0.002
          444 |         288 |            1559.961 |            0.096
          444 |         445 |             116.009 |            0.004
          444 |        1373 |           -1675.970 |            0.145
          445 |         444 |            -116.004 |            0.004
          445 |         446 |             116.004 |            0.001
          446 |         445 |            -116.004 |            0.001
          446 |         447 |             103.638 |            0.003
          446 |        1625 |              12.365 |            0.000
          447 |         446 |            -103.635 |            0.003
          447 |         448 |             103.635 |            0.004
          448 |         447 |            -103.632 |            0.004
          448 |         449 |             103.632 |            0.002
          449 |         448 |            -103.630 |            0.002
          449 |         450 |             103.630 |            0.005
          450 |         449 |            -103.625 |            0.005
          450 |         451 |             103.625 |            0.004
          451 |         450 |            -103.621 |            0.004
          451 |         452 |             103.621 |            0.004
          452 |         451 |            -103.617 |            0.004
          452 |         453 |              66.879 |            0.001
          453 |         452 |             -66.878 |            0.001
          453 |         454 |              66.878 |            0.002
          454 |         453 |             -66.877 |            0.002
          454 |        1147 |              66.877 |            0.001
          455 |         177 |              79.260 |            0.002
          455 |         651 |              23.273 |            0.000
          455 |         779 |            -102.533 |            0.005
          456 |         182 |             -35.682 |            0.000
          456 |         480 |              35.682 |            0.001
          457 |        1337 |              -0.000 |            0.000
          458 |        1156 |              -0.000 |            0.000
          458 |        1351 |           -1679.263 |            0.101
          458 |        1352 |            1679.263 |            0.130
          459 |         964 |             -15.869 |            0.000
          459 |        1217 |              11.691 |            0.000
          459 |        1218 |               4.178 |            0.000
          460 |         166 |            1832.073 |            0.157
          460 |         461 |           -1832.073 |            0.239
          461 |         460 |            1832.312 |            0.239
          461 |         462 |           -1832.312 |            0.234
          462 |         461 |            1832.546 |            0.234
          462 |         463 |           -1848.651 |            0.235
          463 |         462 |            1848.887 |            0.235
          463 |         464 |           -1848.887 |            0.238
          464 |         463 |            1849.124 |            0.238
          464 |         465 |           -1849.124 |            0.262
          465 |         464 |            1849.386 |            0.262
          465 |         466 |           -1849.386 |            0.260
          466 |         465 |            1849.646 |            0.260
          466 |         467 |           -1849.646 |            0.176
          467 |         466 |            1849.821 |            0.176
          467 |        1608 |               0.000 |            0.000
          467 |        1624 |           -1849.821 |            0.167
          468 |         469 |             -15.238 |            0.000
          469 |         468 |              15.238 |            0.000
          469 |         493 |             -15.238 |            0.000
          470 |         471 |              -0.000 |            0.000
          471 |         470 |               0.000 |            0.000
          471 |         472 |               0.000 |            0.000
          471 |        1279 |               0.000 |            0.000
          472 |         471 |              -0.000 |            0.000
          472 |        1299 |              -0.000 |            0.000
          473 |         474 |              -0.000 |            0.000
          473 |         645 |               0.000 |            0.000
          474 |         473 |               0.000 |            0.000
          474 |         475 |              -0.000 |            0.000
          474 |         476 |              -0.000 |            0.000
          475 |         474 |               0.000 |            0.000
          475 |        1163 |              -0.000 |            0.000
          476 |         474 |               0.000 |            0.000
          476 |         477 |              -0.000 |            0.000
          477 |         476 |               0.000 |            0.000
          477 |         478 |              -0.000 |            0.000
          477 |        1680 |              -0.000 |            0.000
          478 |         477 |               0.000 |            0.000
          478 |         479 |              -0.000 |            0.000
          479 |         478 |               0.000 |            0.000
          479 |        1164 |               0.000 |            0.000
          480 |         456 |             -35.682 |            0.001
          480 |         481 |              35.682 |            0.000
          481 |         480 |             -35.682 |            0.000
          481 |         482 |              35.682 |            0.000
          482 |         481 |             -35.681 |            0.000
          482 |         483 |              35.681 |            0.000
          483 |         482 |             -35.681 |            0.000
          483 |         484 |              35.681 |            0.000
          484 |         483 |             -35.680 |            0.000
          484 |         485 |              35.680 |            0.000
          485 |         484 |             -35.680 |            0.000
          485 |         486 |              35.680 |            0.001
          486 |         485 |             -35.679 |            0.001
          486 |         487 |              35.679 |            0.000
          487 |         486 |             -35.679 |            0.000
          487 |         488 |              35.679 |            0.000
          488 |         487 |             -35.679 |            0.000
          488 |         489 |              35.679 |            0.000
          489 |         488 |             -35.678 |            0.000
          490 |         181 |              -1.562 |            0.000
          490 |         491 |               1.562 |            0.000
          491 |         490 |              -1.562 |            0.000
          491 |         492 |               1.562 |            0.000
          492 |         491 |              -1.562 |            0.000
          492 |         522 |               1.562 |            0.000
          493 |         469 |              15.238 |            0.000
          493 |         494 |             -15.238 |            0.000
          494 |         493 |              15.238 |            0.000
          494 |         495 |             -15.238 |            0.000
          495 |         494 |              15.238 |            0.000
          495 |         496 |             -15.238 |            0.000
          496 |         495 |              15.238 |            0.000
          496 |         497 |             -15.238 |            0.000
          497 |         399 |             -15.238 |            0.000
          497 |         496 |              15.238 |            0.000
          498 |         430 |              -4.872 |            0.000
          498 |         499 |               4.872 |            0.000
          499 |         498 |              -4.872 |            0.000
          499 |         500 |               4.872 |            0.000
          500 |         499 |              -4.872 |            0.000
          500 |         501 |               4.872 |            0.000
          501 |         500 |              -4.872 |            0.000
          501 |         502 |               4.872 |            0.000
          502 |         501 |              -4.872 |            0.000
          502 |         503 |               4.872 |            0.000
          503 |         502 |              -4.872 |            0.000
          503 |         504 |               4.872 |            0.000
          504 |         503 |              -4.872 |            0.000
          504 |         505 |               4.872 |            0.000
          505 |         504 |              -4.872 |            0.000
          505 |         506 |               4.872 |            0.000
          506 |         505 |              -4.872 |            0.000
          506 |         507 |               4.872 |            0.000
          507 |         506 |              -4.872 |            0.000
          507 |         571 |               4.864 |            0.000
          507 |         945 |               0.008 |            0.000
          508 |         168 |             -52.599 |            0.002
          508 |         509 |              52.599 |            0.002
          509 |         508 |             -52.597 |            0.002
          509 |         510 |              52.597 |            0.002
          510 |         509 |             -52.596 |            0.002
          510 |         511 |              12.369 |            0.000
          510 |        1056 |              40.227 |            0.001
          511 |         510 |             -12.368 |            0.000
          511 |         512 |              12.368 |            0.000
          512 |         511 |             -12.368 |            0.000
          512 |         513 |              12.209 |            0.000
          512 |         514 |               0.159 |            0.000
          513 |         512 |             -12.209 |            0.000
          513 |        1055 |              12.209 |            0.000
          514 |         512 |              -0.159 |            0.000
          515 |         516 |            -727.501 |            0.036
          515 |         662 |             714.949 |            0.118
          515 |         791 |              12.552 |            0.000
          516 |         515 |             727.537 |            0.036
          516 |         517 |            -727.537 |            0.034
          517 |         516 |             727.572 |            0.034
          517 |         518 |            -727.572 |            0.038
          518 |         517 |             727.610 |            0.038
          518 |         519 |            -727.610 |            0.035
          518 |        1157 |              -0.000 |            0.000
          519 |         518 |             727.645 |            0.035
          519 |         737 |            -727.645 |            0.049
          520 |         521 |              32.695 |            0.000
          520 |        1380 |             -32.695 |            0.000
          521 |         520 |             -32.694 |            0.000
          521 |         701 |              32.694 |            0.000
          522 |         492 |              -1.562 |            0.000
          522 |         537 |               1.562 |            0.000
          523 |         142 |               0.000 |            0.000
          523 |         524 |              -0.000 |            0.000
          524 |         523 |               0.000 |            0.000
          525 |         142 |               0.000 |            0.000
          525 |         526 |              -0.000 |            0.000
          525 |         527 |              -0.000 |            0.000
          526 |         525 |               0.000 |            0.000
          527 |         525 |               0.000 |            0.000
          527 |         528 |              -0.000 |            0.000
          528 |         527 |               0.000 |            0.000
          529 |         141 |             -16.409 |            0.000
          529 |         530 |              15.872 |            0.000
          529 |        1115 |               0.537 |            0.000
          530 |         529 |             -15.872 |            0.000
          530 |         531 |              15.872 |            0.000
          530 |         532 |               0.000 |            0.000
          531 |         530 |             -15.872 |            0.000
          531 |         533 |              15.872 |            0.000
          532 |         530 |              -0.000 |            0.000
          532 |        1310 |               0.000 |            0.000
          533 |         531 |             -15.871 |            0.000
          533 |         534 |              15.871 |            0.000
          534 |         533 |             -15.871 |            0.000
          534 |         535 |              15.871 |            0.000
          535 |         534 |             -15.871 |            0.000
          535 |         536 |              15.871 |            0.000
          536 |         535 |             -15.871 |            0.000
          536 |         951 |              15.871 |            0.000
          537 |         522 |              -1.562 |            0.000
          537 |         538 |               1.562 |            0.000
          538 |         537 |              -1.562 |            0.000
          538 |         560 |               1.562 |            0.000
          539 |         540 |             -29.774 |            0.001
          539 |        1580 |              29.774 |            0.001
          540 |         539 |              29.774 |            0.001
          540 |         541 |             -29.774 |            0.001
          541 |         540 |              29.775 |            0.001
          541 |         542 |             -29.775 |            0.001
          542 |         541 |              29.776 |            0.001
          542 |         543 |             -29.776 |            0.001
          543 |         542 |              29.776 |            0.001
          543 |         710 |             -52.949 |            0.002
          543 |         711 |              23.173 |            0.000
          544 |         545 |             -19.212 |            0.000
          544 |         546 |              19.212 |            0.000
          545 |         544 |              19.212 |            0.000
          545 |         556 |             482.470 |            0.088
          545 |         557 |            -501.682 |            0.095
          546 |         544 |             -19.211 |            0.000
          546 |         547 |              19.211 |            0.000
          547 |         546 |             -19.211 |            0.000
          547 |         548 |              19.211 |            0.000
          548 |         547 |             -19.211 |            0.000
          549 |         570 |             -50.292 |            0.000
          549 |         988 |              50.292 |            0.001
          549 |        1299 |               0.000 |            0.000
          550 |         551 |             502.453 |            0.126
          550 |        1667 |            -502.453 |            0.060
          551 |         550 |            -502.326 |            0.126
          551 |         552 |             502.326 |            0.108
          552 |         551 |            -502.219 |            0.108
          552 |         553 |             502.219 |            0.110
          553 |         552 |            -502.108 |            0.110
          553 |         554 |             502.108 |            0.115
          554 |         553 |            -501.993 |            0.115
          554 |         555 |             501.993 |            0.101
          555 |         554 |            -501.892 |            0.101
          555 |         557 |             501.892 |            0.115
          556 |         545 |            -482.382 |            0.088
          556 |         558 |             482.382 |            0.088
          557 |         545 |             501.777 |            0.095
          557 |         555 |            -501.777 |            0.115
          558 |         556 |            -482.295 |            0.088
          558 |         559 |             482.295 |            0.087
          559 |         558 |            -482.207 |            0.087
          559 |         594 |             482.207 |            0.041
          560 |         538 |              -1.562 |            0.000
          560 |         665 |               1.562 |            0.000
          561 |         562 |              50.296 |            0.000
          561 |         739 |             -50.296 |            0.000
          562 |         561 |             -50.296 |            0.000
          562 |         563 |              50.296 |            0.000
          563 |         562 |             -50.295 |            0.000
          563 |         564 |              50.295 |            0.000
          564 |         563 |             -50.295 |            0.000
          564 |         565 |              50.295 |            0.000
          565 |         564 |             -50.294 |            0.000
          565 |         566 |              50.294 |            0.000
          566 |         565 |             -50.294 |            0.000
          566 |         567 |              50.294 |            0.000
          567 |         566 |             -50.294 |            0.000
          567 |         568 |              50.294 |            0.000
          568 |         567 |             -50.293 |            0.000
          568 |         569 |              50.293 |            0.000
          569 |         568 |             -50.293 |            0.000
          569 |         570 |              50.293 |            0.000
          570 |         549 |              50.292 |            0.000
          570 |         569 |             -50.292 |            0.000
          571 |         507 |              -4.864 |            0.000
          571 |         572 |               3.759 |            0.000
          571 |         699 |               1.105 |            0.000
          572 |         571 |              -3.759 |            0.000
          572 |         573 |               3.759 |            0.000
          573 |         572 |              -3.759 |            0.000
          573 |         574 |               3.759 |            0.000
          574 |         573 |              -3.759 |            0.000
          574 |         575 |               3.759 |            0.000
          575 |         574 |              -3.759 |            0.000
          576 |         577 |               0.000 |            0.000
          576 |         663 |              31.273 |            0.000
          576 |        1385 |             -31.273 |            0.001
          577 |         576 |              -0.000 |            0.000
          577 |         578 |               0.000 |            0.000
          578 |         577 |              -0.000 |            0.000
          578 |         581 |               0.000 |            0.000
          579 |         580 |               0.000 |            0.000
          579 |         943 |               0.537 |            0.000
          579 |        1117 |              -0.537 |            0.000
          580 |         579 |              -0.000 |            0.000
          580 |        1162 |               0.000 |            0.000
          581 |         578 |              -0.000 |            0.000
          581 |         582 |               0.000 |            0.000
          582 |         581 |              -0.000 |            0.000
          582 |         583 |               0.000 |            0.000
          583 |         582 |              -0.000 |            0.000
          583 |         584 |               0.000 |            0.000
          584 |         583 |              -0.000 |            0.000
          584 |        1161 |               0.000 |            0.000
          585 |         586 |            -673.192 |            0.069
          585 |         634 |             673.192 |            0.022
          586 |         585 |             673.261 |            0.069
          586 |         587 |            -673.261 |            0.071
          587 |         586 |             673.332 |            0.071
          587 |         588 |            -673.332 |            0.059
          588 |         587 |             673.391 |            0.059
          588 |         589 |            -673.391 |            0.055
          589 |         588 |             673.446 |            0.055
          589 |         753 |            -674.868 |            0.059
          590 |         373 |               0.000 |            0.000
          590 |         591 |              -0.000 |            0.000
          591 |         326 |              -0.000 |            0.000
          591 |         590 |               0.000 |            0.000
          592 |         328 |            1690.247 |            0.276
          592 |         375 |           -1690.247 |            0.340
          592 |        1206 |              -0.000 |            0.000
          593 |         594 |            -440.834 |            0.035
          593 |         652 |             440.834 |            0.062
          594 |         559 |            -482.167 |            0.041
          594 |         593 |             440.869 |            0.035
          595 |         135 |             666.189 |            0.027
          595 |         596 |            -666.189 |            0.023
          596 |         595 |             666.212 |            0.023
          596 |         597 |            -666.212 |            0.058
          597 |         596 |             666.269 |            0.058
          597 |         717 |            -666.269 |            0.066
          598 |         599 |               9.751 |            0.000
          598 |         709 |              -9.751 |            0.000
          599 |         598 |              -9.751 |            0.000
          599 |         715 |               9.751 |            0.000
          600 |         601 |              11.205 |            0.000
          600 |         676 |             -11.205 |            0.000
          601 |         600 |             -11.205 |            0.000
          601 |         602 |               0.000 |            0.000
          601 |         603 |              11.205 |            0.000
          602 |         601 |               0.000 |            0.000
          603 |         601 |             -11.205 |            0.000
          603 |         604 |              11.205 |            0.000
          604 |         603 |             -11.205 |            0.000
          604 |         605 |              11.205 |            0.000
          605 |         604 |             -11.205 |            0.000
          605 |         606 |              11.205 |            0.000
          606 |         605 |             -11.205 |            0.000
          606 |         607 |              11.205 |            0.000
          607 |         606 |             -11.205 |            0.000
          607 |         608 |              11.205 |            0.000
          608 |         607 |             -11.205 |            0.000
          608 |         609 |              11.205 |            0.000
          609 |         608 |             -11.205 |            0.000
          609 |         610 |              11.205 |            0.000
          610 |         609 |             -11.205 |            0.000
          610 |         611 |              11.205 |            0.000
          611 |         610 |             -11.205 |            0.000
          611 |         726 |              11.205 |            0.000
          612 |         613 |             -34.642 |            0.001
          612 |         736 |              34.642 |            0.000
          613 |         612 |              34.642 |            0.001
          613 |         614 |             -34.642 |            0.001
          614 |         613 |              34.643 |            0.001
          614 |         615 |             -34.643 |            0.001
          615 |         614 |              34.644 |            0.001
          615 |         616 |             -34.644 |            0.000
          615 |        1190 |              -0.000 |            0.000
          616 |         615 |              34.645 |            0.000
          616 |         617 |             -34.645 |            0.001
          617 |         616 |              34.646 |            0.001
          617 |         618 |             -34.646 |            0.001
          618 |         617 |              34.646 |            0.001
          618 |         619 |             -34.646 |            0.000
          619 |         618 |              34.646 |            0.000
          619 |         620 |             -34.646 |            0.000
          620 |         619 |              34.647 |            0.000
          620 |         621 |             -34.647 |            0.001
          621 |         398 |             -34.647 |            0.000
          621 |         620 |              34.647 |            0.001
          622 |         623 |               9.751 |            0.000
          622 |         715 |              -9.751 |            0.000
          623 |         622 |              -9.751 |            0.000
          623 |         624 |               9.751 |            0.000
          624 |         623 |              -9.751 |            0.000
          624 |         625 |               9.751 |            0.000
          625 |         624 |              -9.751 |            0.000
          626 |         627 |              14.035 |            0.000
          626 |         744 |             -14.035 |            0.000
          627 |         626 |             -14.035 |            0.000
          627 |         628 |              14.035 |            0.000
          628 |         627 |             -14.035 |            0.000
          628 |         629 |              14.035 |            0.000
          629 |         628 |             -14.035 |            0.000
          629 |         630 |              14.035 |            0.000
          630 |         629 |             -14.035 |            0.000
          630 |         631 |              14.035 |            0.000
          631 |         630 |             -14.035 |            0.000
          631 |         772 |              12.730 |            0.000
          631 |        1638 |               1.305 |            0.000
          632 |         633 |            -673.025 |            0.069
          632 |         683 |             673.025 |            0.033
          632 |        1195 |               0.000 |            0.000
          633 |         632 |             673.094 |            0.069
          633 |         634 |            -673.094 |            0.076
          634 |         585 |            -673.170 |            0.022
          634 |         633 |             673.170 |            0.076
          635 |        1386 |               0.000 |            0.000
          636 |         637 |               4.199 |            0.000
          636 |        1384 |              -4.199 |            0.000
          637 |         636 |              -4.199 |            0.000
          637 |         638 |               4.199 |            0.000
          638 |         637 |              -4.199 |            0.000
          638 |         639 |               4.199 |            0.000
          639 |         638 |              -4.199 |            0.000
          639 |         640 |               4.199 |            0.000
          640 |         639 |              -4.199 |            0.000
          640 |         641 |               4.199 |            0.000
          641 |         640 |              -4.199 |            0.000
          641 |         642 |               4.199 |            0.000
          642 |         641 |              -4.199 |            0.000
          642 |         643 |               4.199 |            0.000
          643 |         642 |              -4.199 |            0.000
          643 |         644 |               4.199 |            0.000
          644 |         643 |              -4.199 |            0.000
          645 |         473 |              -0.000 |            0.000
          645 |         646 |               0.000 |            0.000
          646 |         645 |              -0.000 |            0.000
          646 |         647 |               0.000 |            0.000
          647 |         646 |              -0.000 |            0.000
          648 |         649 |             -23.272 |            0.000
          649 |         648 |              23.272 |            0.000
          649 |         650 |             -23.272 |            0.000
          650 |         649 |              23.273 |            0.000
          650 |         651 |             -23.273 |            0.000
          651 |         455 |             -23.273 |            0.000
          651 |         650 |              23.273 |            0.000
          652 |         593 |            -440.772 |            0.062
          652 |         653 |             440.772 |            0.069
          653 |         652 |            -440.704 |            0.069
          653 |         654 |             112.887 |            0.005
          653 |         848 |             327.817 |            0.027
          654 |         653 |            -112.882 |            0.005
          654 |         655 |             112.882 |            0.006
          655 |         654 |            -112.876 |            0.006
          655 |         656 |             112.876 |            0.005
          656 |         655 |            -112.871 |            0.005
          656 |         657 |             112.871 |            0.004
          657 |         656 |            -112.867 |            0.004
          657 |         745 |              92.169 |            0.004
          658 |         659 |            -675.206 |            0.099
          658 |         755 |             675.206 |            0.089
          659 |         658 |             675.305 |            0.099
          659 |         660 |            -714.495 |            0.109
          659 |         756 |              39.190 |            0.000
          660 |         659 |             714.604 |            0.109
          660 |         661 |            -714.604 |            0.106
          661 |         660 |             714.710 |            0.106
          661 |         662 |            -714.710 |            0.121
          662 |         515 |            -714.831 |            0.118
          662 |         661 |             714.831 |            0.121
          663 |         576 |             -31.273 |            0.000
          664 |        1382 |              -6.745 |            0.000
          665 |         560 |              -1.562 |            0.000
          665 |         666 |               1.562 |            0.000
          666 |         665 |              -1.562 |            0.000
          666 |         667 |               1.562 |            0.000
          667 |         666 |              -1.562 |            0.000
          667 |         668 |               1.562 |            0.000
          668 |         160 |               1.562 |            0.000
          668 |         667 |              -1.562 |            0.000
          669 |         670 |            1852.725 |            0.126
          669 |         671 |           -1852.725 |            0.143
          670 |         273 |            1852.599 |            0.143
          670 |         669 |           -1852.599 |            0.126
          671 |         669 |            1852.868 |            0.143
          671 |        1185 |           -1852.868 |            0.135
          672 |         400 |              -0.000 |            0.000
          672 |         673 |               0.000 |            0.000
          673 |         672 |              -0.000 |            0.000
          673 |         674 |               0.000 |            0.000
          674 |         673 |              -0.000 |            0.000
          674 |        1668 |               0.000 |            0.000
          675 |         676 |              12.549 |            0.000
          675 |         814 |             -12.549 |            0.000
          675 |         815 |               0.000 |            0.000
          676 |         600 |              11.205 |            0.000
          676 |         675 |             -12.549 |            0.000
          676 |         677 |               1.344 |            0.000
          677 |         676 |              -1.344 |            0.000
          677 |         678 |               1.344 |            0.000
          678 |         677 |              -1.344 |            0.000
          679 |         680 |               0.000 |            0.000
          679 |        1512 |              -7.698 |            0.000
          679 |        1513 |               7.698 |            0.000
          680 |         679 |              -0.000 |            0.000
          681 |         682 |               0.000 |            0.000
          681 |         683 |            -666.863 |            0.051
          681 |         724 |             666.863 |            0.050
          682 |         681 |              -0.000 |            0.000
          683 |         632 |            -672.992 |            0.033
          683 |         681 |             666.914 |            0.051
          683 |         684 |               6.078 |            0.000
          684 |         683 |              -6.078 |            0.000
          684 |         685 |               6.078 |            0.000
          685 |         684 |              -6.078 |            0.000
          685 |         686 |               6.078 |            0.000
          686 |         685 |              -6.078 |            0.000
          686 |         687 |               6.078 |            0.000
          687 |         686 |              -6.078 |            0.000
          687 |         688 |               6.078 |            0.000
          688 |         687 |              -6.078 |            0.000
          688 |         689 |               6.078 |            0.000
          689 |         688 |              -6.078 |            0.000
          689 |         690 |               6.078 |            0.000
          690 |         689 |              -6.078 |            0.000
          690 |         691 |               6.078 |            0.000
          691 |         690 |              -6.078 |            0.000
          691 |         692 |               6.078 |            0.000
          692 |         691 |              -6.078 |            0.000
          692 |         693 |               6.078 |            0.000
          693 |         692 |              -6.078 |            0.000
          693 |         694 |               6.078 |            0.000
          694 |         693 |              -6.078 |            0.000
          694 |         695 |               6.078 |            0.000
          695 |         694 |              -6.078 |            0.000
          695 |         696 |               6.078 |            0.000
          696 |         695 |              -6.078 |            0.000
          696 |         697 |               6.078 |            0.000
          697 |         696 |              -6.078 |            0.000
          697 |         698 |               6.078 |            0.000
          698 |         697 |              -6.078 |            0.000
          699 |         571 |              -1.105 |            0.000
          699 |         700 |               1.105 |            0.000
          700 |         699 |              -1.105 |            0.000
          700 |        1151 |               1.105 |            0.000
