                       Resultados das barras
Barra | Modulo (PU) |  Angulo (o) | Modulo da tensao (V)
 1589 |    0.955079 |     -1.3222 |        7609.529
 1590 |    0.955077 |     -1.3222 |        7609.510
 1591 |    0.955073 |     -1.3222 |        7609.482
 1592 |    0.955070 |     -1.3222 |        7609.459
 1593 |    0.955068 |     -1.3221 |        7609.438
 1594 |    0.955065 |     -1.3221 |        7609.415
 1595 |    0.949352 |     -1.7001 |        7563.897
 1596 |    0.949353 |     -1.7000 |        7563.908
 1597 |    0.949349 |     -1.7001 |        7563.877
 1598 |    0.949351 |     -1.7001 |        7563.895
 1599 |    0.949345 |     -1.7001 |        7563.847
 1600 |    0.962820 |     -0.9946 |        7671.208
 1601 |    0.962910 |     -0.9909 |        7671.925
 1602 |    0.963013 |     -0.9866 |        7672.743
 1603 |    0.967450 |     -0.8095 |        7708.095
 1604 |    0.967450 |     -0.8095 |        7708.095
 1605 |    0.949567 |     -1.6991 |        7565.609
 1606 |    0.949556 |     -1.6991 |        7565.527
 1607 |    0.997308 |     -0.1625 |        7945.985
 1608 |    0.997308 |     -0.1625 |        7945.985
 1609 |    0.999228 |     -0.0489 |        7961.285
 1610 |    0.999129 |     -0.0548 |        7960.493
 1611 |    0.999020 |     -0.0612 |        7959.628
 1612 |    0.998902 |     -0.0682 |        7958.688
 1613 |    0.998781 |     -0.0753 |        7957.723
 1614 |    0.998654 |     -0.0828 |        7956.709
 1615 |    0.998527 |     -0.0903 |        7955.695
 1616 |    0.998406 |     -0.0975 |        7954.731
 1617 |    0.998288 |     -0.1045 |        7953.792
 1618 |    0.998167 |     -0.1116 |        7952.828
 1619 |    0.998046 |     -0.1188 |        7951.864
 1620 |    0.997919 |     -0.1263 |        7950.851
 1621 |    0.997795 |     -0.1337 |        7949.863
 1622 |    0.997677 |     -0.1406 |        7948.924
 1623 |    0.997568 |     -0.1471 |        7948.059
 1624 |    0.997441 |     -0.1546 |        7947.047
 1625 |    0.963116 |     -0.9803 |        7673.563
 1626 |    0.963115 |     -0.9802 |        7673.555
 1627 |    0.959436 |     -1.1345 |        7644.239
 1628 |    0.953858 |     -1.2230 |        7599.802
 1629 |    0.953853 |     -1.2230 |        7599.757
 1630 |    0.953864 |     -1.2230 |        7599.846
 1631 |    0.953869 |     -1.2230 |        7599.890
 1632 |    0.953874 |     -1.2231 |        7599.932
 1633 |    0.953880 |     -1.2231 |        7599.975
 1634 |    0.953814 |     -1.2228 |        7599.450
 1635 |    0.953813 |     -1.2228 |        7599.446
 1636 |    0.997308 |     -0.1625 |        7945.985
 1637 |    0.953637 |     -1.2213 |        7598.041
 1638 |    0.955162 |     -1.3231 |        7610.192
 1639 |    0.955162 |     -1.3231 |        7610.190
 1640 |    0.955162 |     -1.3231 |        7610.188
 1641 |    0.955161 |     -1.3231 |        7610.186
 1642 |    0.955161 |     -1.3231 |        7610.184
 1643 |    0.958765 |     -1.1625 |        7638.894
 1644 |    0.958758 |     -1.1624 |        7638.844
 1645 |    0.958755 |     -1.1624 |        7638.815
 1646 |    0.958753 |     -1.1624 |        7638.802
 1647 |    0.958749 |     -1.1624 |        7638.766
 1648 |    0.958746 |     -1.1624 |        7638.743
 1649 |    0.958742 |     -1.1624 |        7638.711
 1650 |    0.958737 |     -1.1624 |        7638.675
 1651 |    0.958732 |     -1.1624 |        7638.634
 1652 |    0.958730 |     -1.1624 |        7638.620
 1653 |    0.958727 |     -1.1623 |        7638.591
 1654 |    0.958723 |     -1.1623 |        7638.564
 1655 |    0.958722 |     -1.1623 |        7638.551
 1656 |    0.958721 |     -1.1623 |        7638.543
 1657 |    0.958717 |     -1.1623 |        7638.517
 1658 |    0.958716 |     -1.1623 |        7638.508
 1659 |    0.958714 |     -1.1623 |        7638.492
 1660 |    0.958711 |     -1.1623 |        7638.467
 1661 |    0.951590 |     -1.6175 |        7581.731
 1662 |    0.949560 |     -1.6991 |        7565.559
 1663 |    0.994117 |     -0.2737 |        7920.563
 1664 |    0.994117 |     -0.2737 |        7920.563
 1665 |    0.994117 |     -0.2737 |        7920.563
 1666 |    0.994117 |     -0.2737 |        7920.563
 1667 |    0.956541 |     -1.2446 |        7621.176
 1668 |    0.962727 |     -0.9777 |        7670.463
 1669 |    0.962727 |     -0.9777 |        7670.463
 1670 |    0.962727 |     -0.9777 |        7670.463
 1671 |    0.962727 |     -0.9777 |        7670.463
 1672 |    0.962727 |     -0.9777 |        7670.463
 1673 |    0.962727 |     -0.9777 |        7670.463
 1674 |    0.962727 |     -0.9777 |        7670.463
 1675 |    0.962727 |     -0.9777 |        7670.463
 1676 |    0.962727 |     -0.9777 |        7670.463
 1677 |    0.962727 |     -0.9777 |        7670.463
 1678 |    0.962727 |     -0.9777 |        7670.463
 1679 |    0.962727 |     -0.9777 |        7670.463
 1680 |    0.962727 |     -0.9777 |        7670.463
 1681 |    0.951064 |     -1.2002 |        7577.538
 1682 |    0.951062 |     -1.2002 |        7577.526
 1683 |    0.951061 |     -1.2002 |        7577.516
 1684 |    0.954733 |     -1.3648 |        7606.776
 1685 |    0.954733 |     -1.3648 |        7606.776
 1686 |    0.954733 |     -1.3648 |        7606.776
 1687 |    0.954733 |     -1.3648 |        7606.776
 1688 |    0.955083 |     -1.3223 |        7609.557
 1689 |    0.955083 |     -1.3223 |        7609.557
 1690 |    0.955083 |     -1.3223 |        7609.557
 1691 |    0.955083 |     -1.3223 |        7609.557
 1692 |    0.955083 |     -1.3223 |        7609.557
 1693 |    0.954940 |     -1.3278 |        7608.419
 1694 |    0.952485 |     -1.5591 |        7588.860


                       Resultados dos trechos
Barra inicial | Barra final | Potencia ativa (kW) | Perda ativa (kW)
            0 |        1185 |            1853.159 |            0.156
            1 |           2 |             315.603 |            0.018
            1 |          92 |            -315.603 |            0.018
            2 |           1 |            -315.584 |            0.018
            2 |           3 |             315.584 |            0.016
            3 |           2 |            -315.568 |            0.016
            3 |           4 |             315.568 |            0.005
            4 |           3 |            -315.563 |            0.005
            4 |           5 |             315.563 |            0.010
            5 |           4 |            -315.553 |            0.010
            5 |           6 |             294.485 |            0.024
            5 |           7 |              21.068 |            0.000
            6 |           5 |            -294.461 |            0.024
            6 |          47 |             294.461 |            0.029
            7 |           5 |             -21.068 |            0.000
            8 |          64 |              -0.000 |            0.000
            8 |          70 |              -0.000 |            0.000
            9 |          10 |              19.901 |            0.000
            9 |          11 |             -42.956 |            0.001
           10 |           9 |             -19.901 |            0.000
           10 |          94 |              19.901 |            0.000
           11 |           9 |              42.957 |            0.001
           11 |          12 |             -42.957 |            0.001
           12 |          11 |              42.958 |            0.001
           12 |          52 |             -42.958 |            0.001
           13 |          14 |              18.530 |            0.000
           13 |          57 |             -18.530 |            0.000
           14 |          13 |             -18.530 |            0.000
           14 |          15 |              18.530 |            0.000
           15 |          14 |             -18.530 |            0.000
           15 |          16 |              18.530 |            0.000
           16 |          15 |             -18.530 |            0.000
           16 |          17 |              18.530 |            0.000
           17 |          16 |             -18.530 |            0.000
           17 |          18 |              18.530 |            0.000
           18 |          17 |             -18.530 |            0.000
           18 |          19 |              18.530 |            0.000
           19 |          18 |             -18.530 |            0.000
           20 |          21 |             -61.491 |            0.001
           20 |          56 |              61.491 |            0.001
           21 |          20 |              61.492 |            0.001
           21 |          22 |            -428.604 |            0.021
           21 |          91 |             367.112 |            0.026
           22 |          21 |             428.625 |            0.021
           22 |         127 |            -428.625 |            0.028
           23 |          25 |             -16.114 |            0.000
           23 |          58 |              16.114 |            0.000
           24 |          25 |              -0.000 |            0.000
           25 |          23 |              16.114 |            0.000
           25 |          24 |               0.000 |            0.000
           25 |          99 |             560.439 |            0.045
           25 |         131 |            -576.553 |            0.053
           26 |          27 |               0.000 |            0.000
           27 |          26 |              -0.000 |            0.000
           27 |         130 |               0.000 |            0.000
           28 |          29 |               0.000 |            0.000
           28 |         129 |              -0.000 |            0.000
           29 |          28 |              -0.000 |            0.000
           29 |          30 |               0.000 |            0.000
           30 |          29 |              -0.000 |            0.000
           30 |          31 |            -214.786 |            0.014
           30 |          83 |             214.786 |            0.012
           31 |          30 |             214.800 |            0.014
           31 |          32 |              79.616 |            0.001
           31 |          47 |            -294.416 |            0.017
           32 |          31 |             -79.615 |            0.001
           32 |          33 |              49.701 |            0.000
           33 |          32 |             -49.700 |            0.000
           33 |          34 |              -0.000 |            0.000
           33 |          36 |              49.700 |            0.001
           34 |          33 |               0.000 |            0.000
           34 |          35 |              -0.000 |            0.000
           34 |          46 |              -0.000 |            0.000
           35 |          34 |               0.000 |            0.000
           35 |          41 |               0.000 |            0.000
           36 |          33 |             -49.700 |            0.001
           36 |         133 |              49.700 |            0.001
           37 |          38 |               9.505 |            0.000
           37 |         116 |              -9.505 |            0.000
           38 |          37 |              -9.505 |            0.000
           38 |          39 |               9.505 |            0.000
           39 |          38 |              -9.505 |            0.000
           39 |          40 |               9.505 |            0.000
           39 |          75 |              -0.000 |            0.000
           40 |          39 |              -9.505 |            0.000
           40 |          42 |               9.505 |            0.000
           40 |          76 |               0.000 |            0.000
           41 |          35 |              -0.000 |            0.000
           42 |          40 |              -9.505 |            0.000
           42 |          43 |               9.505 |            0.000
           43 |          42 |              -9.505 |            0.000
           43 |          44 |               9.505 |            0.000
           44 |          43 |              -9.505 |            0.000
           44 |          45 |               9.505 |            0.000
           45 |          44 |              -9.505 |            0.000
           46 |          34 |               0.000 |            0.000
           47 |           6 |            -294.432 |            0.029
           47 |          31 |             294.432 |            0.017
           48 |          49 |              23.321 |            0.000
           48 |         133 |             -23.321 |            0.000
           49 |          48 |             -23.321 |            0.000
           49 |          72 |               0.000 |            0.000
           49 |        1606 |              23.321 |            0.000
           50 |          51 |              14.924 |            0.000
           50 |          90 |             -14.924 |            0.000
           51 |          50 |             -14.924 |            0.000
           51 |          63 |              14.924 |            0.000
           51 |          71 |               0.000 |            0.000
           52 |          12 |              42.958 |            0.001
           52 |          53 |             -42.958 |            0.001
           53 |          52 |              42.959 |            0.001
           53 |          54 |              -0.000 |            0.000
           53 |          56 |             -42.959 |            0.001
           54 |          53 |               0.000 |            0.000
           54 |          55 |              -0.000 |            0.000
           55 |          54 |               0.000 |            0.000
           56 |          20 |             -61.491 |            0.001
           56 |          53 |              42.960 |            0.001
           56 |          57 |              18.531 |            0.000
           57 |          13 |              18.531 |            0.000
           57 |          56 |             -18.531 |            0.000
           58 |          23 |             -16.114 |            0.000
           58 |          59 |              16.114 |            0.000
           59 |          58 |             -16.113 |            0.000
           59 |          60 |              16.113 |            0.000
           60 |          59 |             -16.113 |            0.000
           60 |          61 |              16.113 |            0.000
           61 |          60 |             -16.113 |            0.000
           61 |          62 |              16.113 |            0.000
           62 |          61 |             -16.113 |            0.000
           63 |          51 |             -14.924 |            0.000
           64 |           8 |               0.000 |            0.000
           64 |          86 |             -19.868 |            0.000
           65 |          66 |              85.553 |            0.002
           65 |          86 |             -85.553 |            0.001
           66 |          65 |             -85.552 |            0.002
           66 |          67 |              29.805 |            0.000
           66 |        1595 |              36.865 |            0.000
           66 |        1596 |              18.881 |            0.000
           67 |          66 |             -29.805 |            0.000
           67 |        1598 |              29.805 |            0.000
           68 |          69 |            -636.961 |            0.020
           68 |        1374 |             636.961 |            0.012
           69 |          68 |             636.981 |            0.020
           69 |        1661 |            -636.981 |            0.028
           70 |           8 |               0.000 |            0.000
           71 |          51 |              -0.000 |            0.000
           72 |          49 |              -0.000 |            0.000
           72 |          73 |              -0.000 |            0.000
           73 |          72 |               0.000 |            0.000
           73 |        1662 |               0.000 |            0.000
           74 |        1376 |               0.000 |            0.000
           75 |          39 |               0.000 |            0.000
           76 |          40 |              -0.000 |            0.000
           77 |          78 |             636.226 |            0.032
           77 |        1376 |            -636.226 |            0.060
           78 |          77 |            -636.194 |            0.032
           78 |          79 |              27.312 |            0.000
           78 |          95 |             608.883 |            0.055
           79 |          78 |             -27.312 |            0.000
           79 |          80 |              27.312 |            0.000
           80 |          79 |             -27.311 |            0.000
           80 |          81 |              27.311 |            0.000
           81 |          80 |             -27.311 |            0.000
           81 |          82 |              27.311 |            0.000
           82 |          81 |             -27.310 |            0.000
           83 |          30 |            -214.774 |            0.012
           83 |          84 |             184.859 |            0.010
           84 |          83 |            -184.850 |            0.010
           84 |          85 |             184.850 |            0.009
           85 |          84 |            -184.841 |            0.009
           85 |          86 |             139.393 |            0.002
           86 |          64 |              19.868 |            0.000
           86 |          65 |              85.554 |            0.001
           86 |          85 |            -139.391 |            0.002
           86 |          87 |              33.969 |            0.000
           87 |          86 |             -33.969 |            0.000
           87 |          88 |              33.969 |            0.000
           88 |          87 |             -33.969 |            0.000
           88 |          89 |              33.969 |            0.000
           89 |          88 |             -33.969 |            0.000
           89 |          90 |              33.969 |            0.000
           90 |          50 |              14.924 |            0.000
           90 |          89 |             -33.969 |            0.000
           91 |          21 |            -367.086 |            0.026
           91 |          92 |             367.086 |            0.025
           92 |           1 |             315.621 |            0.018
           92 |          91 |            -367.061 |            0.025
           93 |          94 |             -19.900 |            0.000
           94 |          10 |             -19.900 |            0.000
           94 |          93 |              19.900 |            0.000
           95 |          78 |            -608.827 |            0.055
           95 |          96 |             608.827 |            0.078
           96 |          95 |            -608.749 |            0.078
           96 |          97 |             597.478 |            0.051
           97 |          96 |            -597.426 |            0.051
           97 |          98 |              20.731 |            0.000
           97 |         132 |             576.695 |            0.046
           98 |          97 |             -20.731 |            0.000
           99 |          25 |            -560.394 |            0.045
           99 |         100 |             560.394 |            0.038
          100 |          99 |            -560.357 |            0.038
          100 |         101 |             538.238 |            0.046
          101 |         100 |            -538.192 |            0.046
          101 |         102 |              27.731 |            0.000
          101 |         134 |             510.461 |            0.033
          102 |         101 |             -27.730 |            0.000
          102 |         103 |              27.730 |            0.000
          103 |         102 |             -27.730 |            0.000
          103 |         104 |              27.730 |            0.000
          104 |         103 |             -27.730 |            0.000
          104 |         105 |              27.730 |            0.000
          105 |         104 |             -27.730 |            0.000
          105 |         106 |              27.730 |            0.000
          106 |         105 |             -27.730 |            0.000
          106 |         107 |              27.730 |            0.000
          107 |         106 |             -27.729 |            0.000
          107 |         108 |              27.729 |            0.000
          108 |         107 |             -27.729 |            0.000
          108 |         109 |              27.729 |            0.000
          109 |         108 |             -27.729 |            0.000
          110 |        1537 |              -0.000 |            0.000
          111 |         112 |              42.225 |            0.000
          111 |         127 |             -42.225 |            0.000
          112 |         111 |             -42.225 |            0.000
          112 |         113 |              31.536 |            0.000
          112 |         114 |              10.689 |            0.000
          113 |         112 |             -31.536 |            0.000
          113 |         115 |              31.536 |            0.000
          114 |         112 |             -10.689 |            0.000
          115 |         113 |             -31.535 |            0.000
          116 |          37 |               9.505 |            0.000
          116 |         117 |              -9.505 |            0.000
          117 |         116 |               9.505 |            0.000
          117 |         118 |              -9.505 |            0.000
          118 |         117 |               9.505 |            0.000
          118 |         119 |              -9.505 |            0.000
          119 |         118 |               9.505 |            0.000
          119 |         120 |             -39.382 |            0.000
          120 |         119 |              39.382 |            0.000
          120 |         121 |             -39.382 |            0.000
          121 |         120 |              39.383 |            0.000
          121 |         122 |             -39.383 |            0.001
          122 |         121 |              39.383 |            0.001
          122 |         125 |             -39.383 |            0.001
          123 |         124 |             510.417 |            0.039
          123 |         134 |            -510.417 |            0.011
          124 |         123 |            -510.378 |            0.039
          124 |         125 |             510.378 |            0.043
          125 |         122 |              39.384 |            0.001
          125 |         124 |            -510.335 |            0.043
          125 |         126 |             470.951 |            0.034
          126 |         125 |            -470.917 |            0.034
          126 |         127 |             470.917 |            0.039
          127 |          22 |             428.653 |            0.028
          127 |         111 |              42.225 |            0.000
          127 |         126 |            -470.878 |            0.039
          128 |         135 |            -637.029 |            0.020
          128 |        1661 |             637.029 |            0.020
          129 |          28 |               0.000 |            0.000
          129 |         130 |              -0.000 |            0.000
          130 |          27 |              -0.000 |            0.000
          130 |         129 |               0.000 |            0.000
          131 |          25 |             576.606 |            0.053
          131 |         132 |            -576.606 |            0.043
          132 |          97 |            -576.649 |            0.046
          132 |         131 |             576.649 |            0.043
          133 |          36 |             -49.699 |            0.001
          133 |          48 |              23.321 |            0.000
          133 |        1605 |              26.378 |            0.000
          134 |         101 |            -510.429 |            0.033
          134 |         123 |             510.429 |            0.011
          135 |         128 |             637.049 |            0.020
          135 |         595 |            -666.162 |            0.027
          136 |         137 |               6.471 |            0.000
          136 |         158 |              -6.471 |            0.000
          137 |         136 |              -6.471 |            0.000
          137 |         180 |               6.471 |            0.000
          138 |         140 |              16.411 |            0.001
          138 |         142 |             -16.411 |            0.000
          138 |        1159 |              -0.000 |            0.000
          139 |         140 |             -16.410 |            0.000
          139 |         141 |              16.410 |            0.000
          140 |         138 |             -16.410 |            0.001
          140 |         139 |              16.410 |            0.000
          141 |         139 |             -16.410 |            0.000
          141 |         529 |              16.410 |            0.000
          142 |         138 |              16.412 |            0.000
          142 |         143 |             -16.412 |            0.001
          142 |         523 |              -0.000 |            0.000
          142 |         525 |              -0.000 |            0.000
          143 |         142 |              16.412 |            0.001
          143 |         144 |              -0.000 |            0.000
          143 |         146 |             -16.412 |            0.000
          144 |         143 |               0.000 |            0.000
          144 |         145 |              -0.000 |            0.000
          145 |         144 |               0.000 |            0.000
          146 |         143 |              16.412 |            0.000
          146 |         155 |               6.471 |            0.000
          146 |         178 |             -79.253 |            0.002
          146 |         182 |              56.369 |            0.000
          147 |         148 |              -1.562 |            0.000
          148 |         147 |               1.562 |            0.000
          148 |         149 |              -1.562 |            0.000
          149 |         148 |               1.562 |            0.000
          149 |         159 |              -1.562 |            0.000
          150 |         151 |               0.000 |            0.000
          150 |         152 |            1699.099 |            0.151
          150 |         307 |           -1699.099 |            0.535
          151 |         150 |              -0.000 |            0.000
          152 |         150 |           -1698.948 |            0.151
          152 |         153 |               0.000 |            0.000
          152 |         346 |            1698.948 |            0.562
          153 |         152 |              -0.000 |            0.000
          153 |         154 |              -0.000 |            0.000
          154 |         153 |               0.000 |            0.000
          155 |         146 |              -6.471 |            0.000
          155 |         156 |               6.471 |            0.000
          156 |         155 |              -6.471 |            0.000
          156 |         157 |              -0.000 |            0.000
          156 |         158 |               6.471 |            0.000
          157 |         156 |               0.000 |            0.000
          157 |         850 |              -0.000 |            0.000
          158 |         136 |               6.471 |            0.000
          158 |         156 |              -6.471 |            0.000
          159 |         149 |               1.562 |            0.000
          159 |         160 |              -1.562 |            0.000
          160 |         159 |               1.562 |            0.000
          160 |         668 |              -1.562 |            0.000
          161 |         162 |               0.000 |            0.000
          161 |         352 |              -0.000 |            0.000
          161 |         373 |               0.000 |            0.000
          162 |         161 |              -0.000 |            0.000
          162 |         163 |               0.000 |            0.000
          163 |         162 |              -0.000 |            0.000
          163 |         164 |               0.000 |            0.000
          164 |         163 |              -0.000 |            0.000
          165 |         166 |           -1831.781 |            0.135
          165 |         183 |            1831.781 |            0.054
          166 |         165 |            1831.917 |            0.135
          166 |         460 |           -1831.917 |            0.157
          167 |         168 |              52.603 |            0.001
          167 |         368 |             -52.603 |            0.001
          167 |        1149 |               0.000 |            0.000
          168 |         167 |             -52.601 |            0.001
          168 |         508 |              52.601 |            0.002
          169 |         170 |             -16.730 |            0.000
          170 |         169 |              16.730 |            0.000
          170 |        1304 |             -16.730 |            0.000
          171 |         172 |              -0.000 |            0.000
          172 |         171 |               0.000 |            0.000
          172 |         173 |               0.000 |            0.000
          173 |         172 |              -0.000 |            0.000
          173 |         174 |              -0.000 |            0.000
          173 |         354 |               0.000 |            0.000
          174 |         173 |               0.000 |            0.000
          174 |         175 |              -0.000 |            0.000
          175 |         174 |               0.000 |            0.000
          175 |         176 |              -0.000 |            0.000
          176 |         175 |               0.000 |            0.000
          177 |         178 |              79.258 |            0.003
          177 |         455 |             -79.258 |            0.002
          178 |         146 |              79.255 |            0.002
          178 |         177 |             -79.255 |            0.003
          179 |         300 |             -57.321 |            0.001
          179 |         357 |              57.321 |            0.001
          180 |         137 |              -6.471 |            0.000
          180 |         181 |               1.562 |            0.000
          181 |         180 |              -1.562 |            0.000
          181 |         490 |               1.562 |            0.000
          182 |         146 |             -56.369 |            0.000
          182 |         456 |              35.683 |            0.000
          183 |         165 |           -1831.727 |            0.054
          183 |         184 |              89.163 |            0.001
          183 |         186 |            1742.565 |            0.438
          184 |         183 |             -89.161 |            0.001
          184 |         185 |              89.161 |            0.002
          185 |         184 |             -89.159 |            0.002
          185 |         188 |              89.159 |            0.002
          186 |         183 |           -1742.127 |            0.438
          186 |         187 |            1742.127 |            0.670
          187 |         186 |           -1741.457 |            0.670
          187 |         189 |            1741.457 |            0.653
          188 |         185 |             -89.157 |            0.002
          188 |         190 |              89.157 |            0.002
          189 |         187 |           -1740.803 |            0.653
          189 |         191 |            1740.803 |            0.652
          190 |         188 |             -89.156 |            0.002
          190 |         192 |              89.156 |            0.002
          191 |         189 |           -1740.151 |            0.652
          191 |         193 |            1740.151 |            0.670
          192 |         190 |             -89.154 |            0.002
          192 |         194 |              89.154 |            0.001
          193 |         191 |           -1739.481 |            0.670
          193 |         195 |            1737.267 |            0.494
          194 |         192 |             -89.152 |            0.001
          194 |         196 |              89.152 |            0.002
          195 |         193 |           -1736.772 |            0.494
          195 |         197 |            1736.772 |            0.633
          196 |         194 |             -89.150 |            0.002
          196 |         198 |              89.150 |            0.002
          197 |         195 |           -1736.139 |            0.633
          197 |         199 |            1736.139 |            0.667
          198 |         196 |             -89.148 |            0.002
          198 |         200 |              89.148 |            0.002
          199 |         197 |           -1735.472 |            0.667
          199 |         201 |            1735.472 |            0.659
          200 |         198 |             -89.146 |            0.002
          200 |         202 |              89.146 |            0.002
          201 |         199 |           -1734.813 |            0.659
          201 |         203 |            1734.813 |            0.649
          202 |         200 |             -89.144 |            0.002
          202 |         204 |              89.144 |            0.002
          203 |         201 |           -1734.164 |            0.649
          203 |         205 |            1734.164 |            0.664
          204 |         202 |             -89.142 |            0.002
          204 |         206 |              89.142 |            0.002
          205 |         203 |           -1733.500 |            0.664
          205 |         207 |            1733.500 |            0.653
          206 |         204 |             -89.140 |            0.002
          206 |         208 |              89.140 |            0.002
          207 |         205 |           -1732.847 |            0.653
          207 |         209 |            1732.847 |            0.653
          208 |         206 |             -89.139 |            0.002
          208 |         210 |              89.139 |            0.002
          209 |         207 |           -1732.194 |            0.653
          209 |         211 |            1732.194 |            0.594
          210 |         208 |             -89.137 |            0.002
          210 |         212 |              89.137 |            0.001
          211 |         209 |           -1731.600 |            0.594
          211 |         213 |            1731.600 |            0.251
          212 |         210 |             -89.136 |            0.001
          212 |         214 |              89.136 |            0.001
          213 |         211 |           -1731.348 |            0.251
          213 |         215 |            1731.348 |            0.408
          214 |         212 |             -89.135 |            0.001
          214 |         216 |              89.135 |            0.002
          215 |         213 |           -1730.941 |            0.408
          215 |         217 |            1730.941 |            0.654
          216 |         214 |             -89.133 |            0.002
          216 |         218 |              89.133 |            0.002
          217 |         215 |           -1730.286 |            0.654
          217 |         219 |            1730.286 |            0.664
          218 |         216 |             -89.131 |            0.002
          218 |         220 |              89.131 |            0.002
          219 |         217 |           -1729.623 |            0.664
          219 |         221 |            1729.623 |            0.640
          220 |         218 |             -89.129 |            0.002
          220 |         222 |              89.129 |            0.002
          221 |         219 |           -1728.983 |            0.640
          221 |         223 |            1728.983 |            0.646
          222 |         220 |             -89.127 |            0.002
          222 |         224 |              89.127 |            0.002
          223 |         221 |           -1728.337 |            0.646
          223 |         225 |            1728.337 |            0.662
          224 |         222 |             -89.125 |            0.002
          224 |         226 |              89.125 |            0.002
          225 |         223 |           -1727.674 |            0.662
          225 |         227 |            1727.674 |            0.662
          226 |         224 |             -89.123 |            0.002
          226 |         228 |              89.123 |            0.002
          227 |         225 |           -1727.012 |            0.662
          227 |         229 |            1727.012 |            0.627
          228 |         226 |             -89.121 |            0.002
          228 |         230 |              89.121 |            0.002
          229 |         227 |           -1726.385 |            0.627
          229 |         231 |            1726.385 |            0.557
          230 |         228 |             -89.120 |            0.002
          230 |         232 |              89.120 |            0.002
          231 |         229 |           -1725.828 |            0.557
          231 |         233 |            1725.828 |            0.643
          232 |         230 |             -89.118 |            0.002
          232 |         234 |              89.118 |            0.002
          233 |         231 |           -1725.185 |            0.643
          233 |         235 |            1720.548 |            0.653
          234 |         232 |             -89.116 |            0.002
          234 |         236 |              89.116 |            0.002
          235 |         233 |           -1719.895 |            0.653
          235 |         237 |            1719.895 |            0.591
          236 |         234 |             -89.114 |            0.002
          236 |         238 |              89.114 |            0.001
          237 |         235 |           -1719.304 |            0.591
          237 |         239 |            1719.304 |            0.484
          238 |         236 |             -89.113 |            0.001
          238 |         240 |              89.113 |            0.001
          239 |         237 |           -1718.820 |            0.484
          239 |         241 |            1718.820 |            0.485
          240 |         238 |             -89.111 |            0.001
          240 |         242 |              89.111 |            0.002
          241 |         239 |           -1718.335 |            0.485
          241 |         243 |            1718.335 |            0.660
          242 |         240 |             -89.109 |            0.002
          242 |         244 |              89.109 |            0.002
          243 |         241 |           -1717.675 |            0.660
          243 |         245 |            1717.675 |            0.645
          244 |         242 |             -89.107 |            0.002
          244 |         246 |              89.107 |            0.002
          245 |         243 |           -1717.030 |            0.645
          245 |         247 |            1717.030 |            0.653
          246 |         244 |             -89.105 |            0.002
          246 |         248 |              89.105 |            0.002
          247 |         245 |           -1716.377 |            0.653
          247 |         249 |            1716.377 |            0.569
          248 |         246 |             -89.104 |            0.002
          248 |         250 |              89.104 |            0.002
          249 |         247 |           -1715.808 |            0.569
          249 |         251 |            1715.808 |            0.645
          250 |         248 |             -89.102 |            0.002
          250 |         252 |              89.102 |            0.002
          251 |         249 |           -1715.163 |            0.645
          251 |         253 |            1715.163 |            0.539
          252 |         250 |             -89.100 |            0.002
          252 |         254 |              89.100 |            0.001
          253 |         251 |           -1714.623 |            0.539
          253 |         255 |            1714.623 |            0.464
          254 |         252 |             -89.099 |            0.001
          254 |         256 |              89.099 |            0.002
          255 |         253 |           -1714.160 |            0.464
          255 |         257 |            1714.160 |            0.556
          256 |         254 |             -89.097 |            0.002
          256 |         258 |              89.097 |            0.001
          257 |         255 |           -1713.603 |            0.556
          257 |         259 |            1713.603 |            0.470
          258 |         256 |             -89.096 |            0.001
          258 |         260 |              89.096 |            0.002
          259 |         257 |           -1713.134 |            0.470
          259 |         261 |            1713.134 |            0.561
          260 |         258 |             -89.094 |            0.002
          260 |         262 |              89.094 |            0.002
          261 |         259 |           -1712.573 |            0.561
          261 |         263 |            1712.573 |            0.542
          262 |         260 |             -89.092 |            0.002
          262 |         264 |              89.092 |            0.002
          263 |         261 |           -1712.030 |            0.542
          263 |         309 |            1712.030 |            0.562
          264 |         262 |             -89.091 |            0.002
          264 |         310 |              89.091 |            0.001
          265 |         266 |               9.121 |            0.000
          265 |        1415 |           -1543.983 |            0.165
          265 |        1416 |            1534.862 |            0.121
          266 |         265 |              -9.121 |            0.000
          266 |         267 |               9.121 |            0.000
          267 |         266 |              -9.121 |            0.000
          267 |         268 |               9.121 |            0.000
          268 |         267 |              -9.121 |            0.000
          268 |         269 |               9.121 |            0.000
          268 |        1160 |               0.000 |            0.000
          269 |         268 |              -9.121 |            0.000
          269 |         270 |              -0.000 |            0.000
          270 |         269 |               0.000 |            0.000
          270 |         271 |              -0.000 |            0.000
          271 |         270 |               0.000 |            0.000
          271 |         272 |              -0.000 |            0.000
          272 |         271 |               0.000 |            0.000
          272 |        1065 |              -0.000 |            0.000
          273 |         274 |            1852.456 |            0.174
          273 |         670 |           -1852.456 |            0.143
          274 |         273 |           -1852.281 |            0.174
          274 |         287 |            1852.281 |            0.053
          275 |         276 |              -0.000 |            0.000
          276 |         275 |               0.000 |            0.000
          276 |         277 |               0.000 |            0.000
          276 |         281 |              -0.000 |            0.000
          277 |         276 |              -0.000 |            0.000
          277 |         278 |               0.000 |            0.000
